CLAVE,NOMBRE,PERIODO DE DATOS,CLAVE_OMM,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES,LAT_DGRADO,LONG_DGRADO
16039,PIEDRAS BLANCAS,1961-2015,NA,BUENAVISTA,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  TEPALCATEPEC,RIO BAJO TEPACALTEPEC,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,14,49,102,46,7,419,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TEPALCATEPEC",19.246944,-102.768611
16043,EL PUERTO,"1943-2000, 2002-2007, 2010-2013",NA,COTIJA,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  TEPALCATEPEC,RIO ITZICUARO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,48,4,102,40,13,1640,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TEPALCATEPEC",19.801111,-102.670278
16045,EL TEMAZCAL,1965-2014,NA,CHARO,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  CUTZAMALA,RIO PURUNGUEO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,39,2,100,57,18,2220,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CUTZAMALA",19.650556,-100.955
16048,ZAMORA (DGE),"1947-1948, 1951-1968, 1982-2007",NA,ZAMORA,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  DUERO,RIO DUERO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,59,8,102,16,59,1580,"Incluye la estaciï¿½n 16215, la cual tambiï¿½n era Zamora (DGE); la estaciOn 16215 se eliminO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO DUERO",19.985556,-102.283056
16052,HUINGO,"1941-2012, 2014-2015",NA,ZINAPECUARO,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,LAGO DE CUITZEO,LAGUNA DE PATZCUARO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,55,16,100,51,44,1921,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGO DE CUITZEO",19.921111,-100.862222
16055,JESUS DEL MONTE,"1935-2011, 2013-2015",NA,MORELIA,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,LAGO DE CUITZEO,LAGUNA DE PATZCUARO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,19,39,6,101,9,5,2180,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGO DE CUITZEO",19.651667,-101.151389
16059,LA CAIMANERA (CFE),1961-1999,NA,COYUCA DE CATALAN,GUERRERO,BALSAS,RÍO  MEDIO BALSAS,RIO BALSAS-ZIRANDARO,CLIMATOLOGICA,CFE,SUSPENDIDA,18,27,52,100,53,27,234,"TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO COYUCA DE CATALAN; TENÍA ERRÓNEO EL NOMBRE DEL ESTADO, SIENDO EL CORRECTO GUERRERO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO MEDIO BALSAS",18.464444,-100.890833
16061,LAGUNA DEL FRESNO,1947-2015,NA,MARAVATIO,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 3,ARROYO CAVICHI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,48,59,100,24,56,2080,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 3",19.816389,-100.415556
16063,LA PALMA,"1935-1941, 1951-1988, 1994-2002",NA,VENUSTIANO CARRANZA,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 7,RIO SAHUAYO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,20,8,43,102,46,6,1520,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 7",20.145278,-102.768333
16074,LOS PANCHES (CFE),1964-1999,NA,LA HUACANA,MICHOACÁN  DE OCAMPO,BALSAS,RÍO BAJO BALSAS,RIO TEPACALTEPEC,CLIMATOLOGICA,CFE,SUSPENDIDA,18,50,55,102,8,0,207,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BAJO BALSAS",18.848611,-102.133333
16081,MORELIA,1947-2015,NA,MORELIA,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,LAGO DE CUITZEO,LAGUNA DE PATZCUARO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,41,19,101,10,34,1908,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGO DE CUITZEO",19.688611,-101.176111
16093,PRESA GONZALO,"1969-1972, 1980-1981, 1983-2003",NA,VISTA HERMOSA,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 7,RIO ANGULO-RIO BRISEÑAS,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,20,18,3,102,26,19,1530,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 7",20.300833,-102.438611
16094,PRESA GUARACHA,1944-2015,NA,VILLAMAR,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 7,RIO SAHUAYO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,19,57,38,102,35,4,1580,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 7",19.960556,-102.584444
16095,PRESA JARIPO,1948-2015,NA,VILLAMAR,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 7,RIO SAHUAYO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,19,57,30,102,36,0,1587,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 7",19.958333,-102.6
16096,PRESA MALPAIS,"1944-1987, 1994, 1998-2006, 2008-2015",NA,QUERENDARO,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,LAGO DE CUITZEO,LAGUNA DE PATZCUARO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,49,35,100,52,44,1859,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGO DE CUITZEO",19.826389,-100.878889
16097,PRESA PUCUATO,"1950-1985, 1987, 1991-2015",NA,HIDALGO,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  CUTZAMALA,RIO TUXPAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,37,20,100,41,8,2490,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CUTZAMALA",19.622222,-100.685556
16098,PRESA SABANETA,"1952-1968, 1970-2015",NA,HIDALGO,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  CUTZAMALA,RIO TUXPAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,36,38,100,40,9,2510,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CUTZAMALA",19.610556,-100.669167
16109,SAN DIEGO CURUPATZEO,1922-2015,NA,MADERO,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  TACAMBARO,RIO CARACUARO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,19,20,0,101,11,0,1444,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TACAMBARO",19.333333,-101.183333
16117,SANTA FE DEL RIO,"1946-1992, 1994-1997, 2000, 2004-2014",NA,PENJAMILLO,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 6,RIO ANGULO-RIO BRISEÑAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,12,7,101,49,37,1681,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 6",20.201944,-101.826944
16120,SANTIAGO UNDAMEO,1953-2007,NA,MORELIA,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,LAGO DE CUITZEO,LAGUNA DE PATZCUARO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,36,10,101,19,12,2130,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGO DE CUITZEO",19.602778,-101.32
16123,TACAMBARO,"1922-1969, 1971-2011",NA,TACAMBARO,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  TACAMBARO,RIO TACAMBARO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,19,14,8,101,27,25,1640,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TACAMBARO",19.235556,-101.456944
16124,TEMASCALES,1943-2015,NA,TEMASCALCINGO,MÉXICO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 2,RIO ATLACOMULCO-PASO DE OVEJAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,3,3,100,8,58,2409,"TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO TEMASCALCINGO;  TENÍA ERRÓNEO EL NOMBRE DEL ESTADO, SIENDO EL CORRECTO MEXICO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 2",20.050833,-100.149444
16129,TEPUXTEPEC,"1947-1987, 1991-2001",NA,CONTEPEC,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 2,RIO ATLACOMULCO-PASO DE OVEJAS,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,19,59,48,100,13,49,2358,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 2",19.996667,-100.230278
16133,TURICATO,1969-2015,NA,TURICATO,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  TACAMBARO,RIO TACAMBARO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,3,13,101,25,14,740,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TACAMBARO",19.053611,-101.420556
16137,UREPETIRO,"1949-2007, 2015",NA,TLAZAZALCA,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  DUERO,RIO DUERO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,58,30,102,7,37,1753,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO DUERO",19.975,-102.126944
16141,YURECUARO,"1923-1933, 1936-2004, 2007-2015",NA,YURECUARO,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,RÍO  LERMA 7,RIO ANGULO-RIO BRISEÑAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,20,15,102,16,59,1543,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 7",20.3375,-102.283056
16145,ZINAPECUARO,"1923-1993, 1997-2015",NA,ZINAPECUARO,MICHOACÁN  DE OCAMPO,LERMA SANTIAGO PACIFICO,LAGO DE CUITZEO,LAGUNA DE PATZCUARO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,19,51,31,100,49,38,1880,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGO DE CUITZEO",19.858611,-100.827222
16152,CIUDAD HIDALGO (SMN),1922-1988,NA,HIDALGO,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  CUTZAMALA,RIO TUXPAN,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,19,43,0,100,33,0,2327,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CUTZAMALA",19.716667,-100.55
16164,URUAPAN (SMN),"1921-1947, 1951-1988",NA,URUAPAN,MICHOACÁN  DE OCAMPO,BALSAS,RÍO  CUPATITZIO,RIO CUPATITZIO,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,19,25,0,102,4,0,1634,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CUPATITZIO",19.416667,-102.066667
17001,ATLATLAHUACAN,"1924-1968, 1970-1985, 1987-2014",NA,ATLATLAHUCAN,MORELOS,BALSAS,RÍO AMACUZAC,RIO YAUTEPEC,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,18,56,12,98,55,41,1600,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.936667,-98.928056
17002,COLONIA EMPLEADO,"1939-1942, 1946-1968, 1970-2002",NA,CUERNAVACA,MORELOS,BALSAS,RÍO AMACUZAC,RIO APATLACO,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,18,56,54,99,13,51,1614,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.948333,-99.230833
17003,CUAUTLA (SMN),"1926-1930, 1942-2006, 2009-2016",NA,CUAUTLA,MORELOS,BALSAS,RÍO AMACUZAC,RIO CUAUTLA,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,18,48,15,98,57,3,1303,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.804167,-98.950833
17004,CUERNAVACA (DGE),1955-2016,NA,CUERNAVACA,MORELOS,BALSAS,RÍO AMACUZAC,RIO APATLACO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,55,7,99,14,3,1510,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.918611,-99.234167
17005,CUAUTLA (DGE),1955-2016,NA,CUAUTLA,MORELOS,BALSAS,RÍO AMACUZAC,RIO CUAUTLA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,48,37,98,57,3,1302,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.810278,-98.950833
17006,EL RODEO,"1955-1985, 1987-2016",NA,MIACATLAN,MORELOS,BALSAS,RÍO AMACUZAC,RIO COATLAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,46,43,99,19,25,1858,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.778611,-99.323611
17007,HUAJINTLAN,"1925-1929, 1945-1957, 1961-1970, 1972-2016",NA,AMACUZAC,MORELOS,BALSAS,RÍO AMACUZAC,RIO ALTO AMACUZAC,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,18,36,36,99,25,28,942,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.61,-99.424444
17013,TEMILPA,1955-2016,NA,TLALTIZAPAN,MORELOS,BALSAS,RÍO AMACUZAC,RIO YAUTEPEC,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,42,21,99,5,38,1135,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.705833,-99.093889
17014,TEMIXCO,1957-2016,NA,TEMIXCO,MORELOS,BALSAS,RÍO AMACUZAC,RIO APATLACO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,51,16,99,13,38,1283,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.854444,-99.227222
17015,TEPALCINGO,"1955-1973, 1975-2016",NA,TEPALCINGO,MORELOS,BALSAS,RÍO  NEXAPA,RIO NEXAPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,35,47,98,50,37,1160,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO NEXAPA",18.596389,-98.843611
17018,TICUMAN,1955-2016,NA,TLALTIZAPAN,MORELOS,BALSAS,RÍO AMACUZAC,RIO YAUTEPEC,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,45,33,99,7,16,970,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.759167,-99.121111
17019,TILZAPOTLA,"1942-1968, 1970-1984, 1987-2016",NA,PUENTE DE IXTLA,MORELOS,BALSAS,RÍO AMACUZAC,RIO ALTO AMACUZAC,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,18,29,16,99,18,22,1303,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.487778,-99.306111
17020,TLACOTEPEC,1955-2016,NA,ZACUALPAN,MORELOS,BALSAS,RÍO  NEXAPA,RIO NEXAPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,48,48,98,45,0,1754,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO NEXAPA",18.813333,-98.75
17024,YAUTEPEC,1955-2016,NA,YAUTEPEC,MORELOS,BALSAS,RÍO AMACUZAC,RIO YAUTEPEC,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,51,16,99,1,18,1343,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.854444,-99.021667
17026,C.A.E. LA VICTORIA,1961-2014,NA,ZACATEPEC,MORELOS,BALSAS,RÍO AMACUZAC,RIO APATLACO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,18,38,12,99,12,3,1364,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",18.636667,-99.200833
17028,JONACATEPEC,"1926-1968, 1970, 1986-2016",NA,JONACATEPEC,MORELOS,BALSAS,RÍO  NEXAPA,RIO NEXAPA,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,18,41,30,98,49,29,1350,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO NEXAPA",18.691667,-98.824722
17047,HUITZILAC,1961-2016,NA,HUITZILAC,MORELOS,BALSAS,RÍO AMACUZAC,RIO APATLACO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,3,30,99,16,27,2801,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO AMACUZAC",19.058333,-99.274167
18001,ACAPONETA,"1946-2010, 2013-2014",NA,ACAPONETA,NAYARIT,PACIFICO NORTE,RÍO  ACAPONETA 2,RIO ACAPONETA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,29,24,105,21,15,24,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO ACAPONETA 2",22.49,-105.354167
18002,AHUACATLAN,"1924-2009, 2013-2014",NA,AHUACATLAN,NAYARIT,LERMA SANTIAGO PACIFICO,AHUACATLAN,RIO AHUACATLAN,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,21,3,18,104,29,3,999,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AHUACATLAN",21.055,-104.484167
18004,CAPOMAL,"1957-2009, 2013",NA,SANTIAGO IXCUINTLA,NAYARIT,PACIFICO NORTE,RÍO  SANTIAGO 6,RIO HUAYNAMOTA-OCEANO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,21,50,22,105,7,16,35,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SANTIAGO 6",21.839444,-105.121111
18016,IXTLAN DEL RIO,"1942-1950, 1952-1970, 1972-2009, 2014",NA,IXTLAN DEL RIO,NAYARIT,LERMA SANTIAGO PACIFICO,AHUACATLAN,RIO AHUACATLAN,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,21,2,0,104,22,30,1043,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AHUACATLAN",21.033333,-104.375
18018,JESUS MARIA,"1963-1983, 1987-2009, 2013-2014",NA,DEL NAYAR,NAYARIT,LERMA SANTIAGO PACIFICO,RÍO  HUAYNAMOTA,RIO JESUS MATIAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,15,19,104,30,58,411,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO HUAYNAMOTA",22.255278,-104.516111
18019,JUMATAN (CFE),"1942-1945, 1947-1998",NA,TEPIC,NAYARIT,LERMA SANTIAGO PACIFICO,SAN BLAS,RIO SAN BLAS,CLIMATOLOGICA,CFE,SUSPENDIDA,21,39,0,105,2,0,359,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SAN BLAS",21.65,-105.033333
18021,LAS GAVIOTAS,"1955-1987, 1989-2008, 2013-2014",NA,BAHIA DE BANDERAS,NAYARIT,LERMA SANTIAGO PACIFICO,AMECA IXTAPA B,RIO AMECA-IXTAPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,53,23,105,8,12,56,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AMECA IXTAPA B",20.889722,-105.136667
18022,MEXCALTITAN,"1969-2008, 2013-2014",NA,SANTIAGO IXCUINTLA,NAYARIT,PACIFICO NORTE,RÍO  SAN PEDRO-DESEMBOCADURA,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,21,54,18,105,28,34,4,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN PEDRO-DESEMBOCADURA",21.905,-105.476111
18025,PASO DE AROCHA,1949-2009,NA,COMPOSTELA,NAYARIT,LERMA SANTIAGO PACIFICO,HUICICILA,RIO HUICICILA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,21,16,31,105,4,52,84,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO HUICICILA",21.275278,-105.081111
18032,SAN PEDRO,"1946-2009, 2013-2014",NA,RUIZ,NAYARIT,PACIFICO NORTE,RÍO  SAN PEDRO-DESEMBOCADURA,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,21,57,30,105,8,33,29,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN PEDRO-DESEMBOCADURA",21.958333,-105.1425
18039,TEPIC (OBS),"1968-1982, 2013",76556,TEPIC,NAYARIT,LERMA SANTIAGO PACIFICO,RÍO  SANTIAGO 6,RIO TEPIC,OBSERVATORIO,CONAGUA-SMN,OPERANDO,21,29,21,104,53,35,963,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SANTIAGO 6",21.489167,-104.893056
18068,PAJARITOS,"1978-1989, 1991, 1993-2009, 2013-2014",NA,ACAPONETA,NAYARIT,PACIFICO NORTE,SIN NOMBRE,EL PALOTE-HIGUERAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,22,40,105,15,15,76,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO",22.377778,-105.254167
19005,ARAMBERRI II,"1970-1994, 1997-2006, 2008-2014",NA,ARAMBERRI,NUEVO LEÓN,RIO BRAVO,RÍO  BLANCO,RIO BLANCO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,6,11,99,49,6,1080,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BLANCO",24.103056,-99.818333
19007,CABEZONES,"1961-2006, 2008-2014",NA,MONTEMORELOS,NUEVO LEÓN,RIO BRAVO,RÍO  POTOSI 1,RIO POTOSI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,59,28,99,44,31,460,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO POTOSI 1",24.991111,-99.741944
19008,CADEREYTA,"1947-1981, 1986, 1990, 1994-2000, 2005-2006, 2008-2014",NA,CADEREYTA JIMENEZ,NUEVO LEÓN,RIO BRAVO,RÍO  SAN JUAN 1,RIO MONTERREY,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,35,25,99,58,30,330,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN 1",25.590278,-99.975
19010,CERRALVO (DGE),"1961-1968, 1970-2006, 2008-2011, 2014",NA,CERRALVO,NUEVO LEÓN,RIO BRAVO,RÍO  SAN JUAN 3,RIO SOSA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,5,24,99,37,3,280,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN 3",26.09,-99.6175
19011,CERRO PRIETO,"1958-1987, 1990-1995, 1997-2006, 2008-2014",NA,LINARES,NUEVO LEÓN,RIO BRAVO,RÍO  PABLILLO 2,RIO LIMON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,56,17,99,23,7,261,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PABLILLO 2",24.938056,-99.385278
19012,CIENEGA DE FLORES,"1941-2006, 2008-2014",NA,CIENEGA DE FLORES,NUEVO LEÓN,RIO BRAVO,RÍO  PESQUERIA,RIO SALINAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,57,8,100,10,20,380,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PESQUERIA",25.952222,-100.172222
19016,EL CUCHILLO,"1938-1999, 2001-2006, 2008-2014",NA,CHINA,NUEVO LEÓN,RIO BRAVO,RÍO  SAN JUAN 2,RIO SAN JUAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,43,5,99,15,21,145,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN 2",25.718056,-99.255833
19017,EL MARRUBIAL (CFE),1971-1973,NA,SANTA CATARINA,NUEVO LEÓN,RIO BRAVO,RÍO  SAN JUAN 1,RIO MONTERREY,CLIMATOLOGICA,CFE,SUSPENDIDA,25,27,40,100,18,14,1070,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN 1",25.461111,-100.303889
19020,EL POTOSI,"1956-1960, 1962-2014",NA,GALEANA,NUEVO LEÓN,CUENCAS CENTRALES DEL NORTE,SIERRA MADRE ORIENTAL,SAN RAFAEL,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,50,36,100,19,15,1890,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SIERRA MADRE ORIENTAL",24.843333,-100.320833
